I0001_01_03.png,I0001_01_06.png,3.34756726
I0001_01_03.png,I0001_01_06.png,3.34756726
I0001_01_02.png,I0001_01_06.png,3.700477483
I0001_01_02.png,I0001_01_06.png,3.700477483
I0001_01_04.png,I0001_01_05.png,4.347449104
I0001_01_04.png,I0001_01_05.png,4.347449104
I0001_01_01.png,I0001_01_05.png,5.834002829
I0001_01_01.png,I0001_01_05.png,5.834002829
I0001_01_03.png,I0001_01_04.png,3.815209021
I0001_01_03.png,I0001_01_04.png,3.815209021
I0001_01_01.png,I0001_01_02.png,2.540326324
I0001_01_01.png,I0001_01_02.png,2.540326324
I0001_01_01.png,I0001_01_06.png,4.885269461
I0001_01_01.png,I0001_01_06.png,4.885269461
I0001_01_01.png,I0001_01_03.png,3.799149722
I0001_01_01.png,I0001_01_03.png,3.799149722
I0001_01_03.png,I0001_01_05.png,5.594137144
I0001_01_03.png,I0001_01_05.png,5.594137144
I0001_01_02.png,I0001_01_03.png,3.355614625
I0001_01_02.png,I0001_01_03.png,3.355614625
I0001_01_02.png,I0001_01_04.png,4.537986375
I0001_01_02.png,I0001_01_04.png,4.537986375
I0001_01_05.png,I0001_01_06.png,4.129458373
I0001_01_05.png,I0001_01_06.png,4.129458373
I0001_01_04.png,I0001_01_06.png,3.983531932
I0001_01_04.png,I0001_01_06.png,3.983531932
I0001_01_02.png,I0001_01_05.png,5.784158956
I0001_01_02.png,I0001_01_05.png,5.784158956
I0001_01_01.png,I0001_01_04.png,4.590643647
I0001_01_01.png,I0001_01_04.png,4.590643647
I0004_01_01.png,I0004_01_06.png,5.868423897
I0004_01_01.png,I0004_01_06.png,5.868423897
I0004_01_02.png,I0004_01_06.png,9.041668112
I0004_01_02.png,I0004_01_06.png,9.041668112
I0004_01_04.png,I0004_01_06.png,15.75147165
I0004_01_04.png,I0004_01_06.png,15.75147165
I0004_01_01.png,I0004_01_03.png,5.072413933
I0004_01_01.png,I0004_01_03.png,5.072413933
I0004_01_02.png,I0004_01_04.png,8.099411036
I0004_01_02.png,I0004_01_04.png,8.099411036
I0004_01_02.png,I0004_01_03.png,3.790561596
I0004_01_02.png,I0004_01_03.png,3.790561596
I0004_01_02.png,I0004_01_05.png,6.802490324
I0004_01_02.png,I0004_01_05.png,6.802490324
I0004_01_03.png,I0004_01_05.png,4.818002596
I0004_01_03.png,I0004_01_05.png,4.818002596
I0004_01_01.png,I0004_01_02.png,7.612470462
I0004_01_01.png,I0004_01_02.png,7.612470462
I0004_01_03.png,I0004_01_06.png,7.250794549
I0004_01_03.png,I0004_01_06.png,7.250794549
I0004_01_01.png,I0004_01_05.png,4.356035683
I0004_01_01.png,I0004_01_05.png,4.356035683
I0004_01_05.png,I0004_01_06.png,7.618262942
I0004_01_05.png,I0004_01_06.png,7.618262942
I0004_01_03.png,I0004_01_04.png,9.605938981
I0004_01_03.png,I0004_01_04.png,9.605938981
I0004_01_04.png,I0004_01_05.png,9.887302223
I0004_01_04.png,I0004_01_05.png,9.887302223
I0004_01_01.png,I0004_01_04.png,9.021122984
I0004_01_01.png,I0004_01_04.png,9.021122984
I0005_01_01.png,I0005_01_03.png,2.925358357
I0005_01_01.png,I0005_01_03.png,2.925358357
I0005_01_02.png,I0005_01_05.png,2.542182209
I0005_01_02.png,I0005_01_05.png,2.542182209
I0005_01_01.png,I0005_01_02.png,3.568051391
I0005_01_01.png,I0005_01_02.png,3.568051391
I0005_01_02.png,I0005_01_04.png,3.187463371
I0005_01_02.png,I0005_01_04.png,3.187463371
I0005_01_04.png,I0005_01_06.png,2.26356801
I0005_01_04.png,I0005_01_06.png,2.26356801
I0005_01_01.png,I0005_01_04.png,4.438051703
I0005_01_01.png,I0005_01_04.png,4.438051703
I0005_01_04.png,I0005_01_05.png,2.382048328
I0005_01_04.png,I0005_01_05.png,2.382048328
I0005_01_03.png,I0005_01_05.png,1.851889626
I0005_01_03.png,I0005_01_05.png,1.851889626
I0005_01_02.png,I0005_01_03.png,4.709519418
I0005_01_02.png,I0005_01_03.png,4.709519418
I0005_01_01.png,I0005_01_06.png,4.253146487
I0005_01_01.png,I0005_01_06.png,4.253146487
I0005_01_02.png,I0005_01_06.png,4.698432144
I0005_01_02.png,I0005_01_06.png,4.698432144
I0005_01_05.png,I0005_01_06.png,3.195678456
I0005_01_05.png,I0005_01_06.png,3.195678456
I0005_01_03.png,I0005_01_06.png,2.459376493
I0005_01_03.png,I0005_01_06.png,2.459376493
I0005_01_01.png,I0005_01_05.png,3.346947098
I0005_01_01.png,I0005_01_05.png,3.346947098
I0005_01_03.png,I0005_01_04.png,2.113349992
I0005_01_03.png,I0005_01_04.png,2.113349992
I0008_01_03.png,I0008_01_04.png,5.241317564
I0008_01_03.png,I0008_01_04.png,5.241317564
I0008_01_01.png,I0008_01_06.png,4.32286986
I0008_01_01.png,I0008_01_06.png,4.32286986
I0008_01_01.png,I0008_01_04.png,2.252918083
I0008_01_01.png,I0008_01_04.png,2.252918083
I0008_01_02.png,I0008_01_03.png,3.280500392
I0008_01_02.png,I0008_01_03.png,3.280500392
I0008_01_02.png,I0008_01_04.png,5.23514793
I0008_01_02.png,I0008_01_04.png,5.23514793
I0008_01_04.png,I0008_01_06.png,3.568652307
I0008_01_04.png,I0008_01_06.png,3.568652307
I0008_01_05.png,I0008_01_06.png,3.178740349
I0008_01_05.png,I0008_01_06.png,3.178740349
I0008_01_03.png,I0008_01_05.png,3.548724149
I0008_01_03.png,I0008_01_05.png,3.548724149
I0008_01_04.png,I0008_01_05.png,2.856095715
I0008_01_04.png,I0008_01_05.png,2.856095715
I0008_01_02.png,I0008_01_06.png,3.32663413
I0008_01_02.png,I0008_01_06.png,3.32663413
I0008_01_01.png,I0008_01_05.png,3.513858077
I0008_01_01.png,I0008_01_05.png,3.513858077
I0008_01_02.png,I0008_01_05.png,5.434922554
I0008_01_02.png,I0008_01_05.png,5.434922554
I0008_01_01.png,I0008_01_03.png,3.496714611
I0008_01_01.png,I0008_01_03.png,3.496714611
I0008_01_03.png,I0008_01_06.png,2.00634065
I0008_01_03.png,I0008_01_06.png,2.00634065
I0008_01_01.png,I0008_01_02.png,3.79083644
I0008_01_01.png,I0008_01_02.png,3.79083644
I0009_01_02.png,I0009_01_03.png,6.492853536
I0009_01_02.png,I0009_01_03.png,6.492853536
I0009_01_04.png,I0009_01_05.png,9.914724737
I0009_01_04.png,I0009_01_05.png,9.914724737
I0009_01_01.png,I0009_01_06.png,7.47311657
I0009_01_01.png,I0009_01_06.png,7.47311657
I0009_01_01.png,I0009_01_03.png,3.904299166
